patch_id,split,category,tile_name,tile_path,patch_path,row_offset,col_offset,x_min,y_min,x_max,y_max,crs,positive_fraction,ground_fraction,mean_slope_degrees,distance_to_positive_m,is_hard_negative,landslide_ids_in_tile,slido_ref_ids_in_tile,qc_status,qc_notes
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000000_c000512,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000000_c000512.npz,0,512,-2050488.0,2776744.0,-2050232.0,2777000.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.726318359375,4.062674045562744,inf,False,,,accept,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000128_c000000,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000128_c000000.npz,128,0,-2051000.0,2776616.0,-2050744.0,2776872.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.5144805908203125,8.302921295166016,inf,True,,,accept,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000384_c000000,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000384_c000000.npz,384,0,-2051000.0,2776360.0,-2050744.0,2776616.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.8144378662109375,7.114310264587402,inf,False,,,reject_engineered_landform,Seems_to_be_a_citye
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000384_c000512,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000384_c000512.npz,384,512,-2050488.0,2776360.0,-2050232.0,2776616.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.81512451171875,6.065145969390869,inf,False,,,accept,to
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000384_c000640,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000384_c000640.npz,384,640,-2050360.0,2776360.0,-2050104.0,2776616.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.7719573974609375,8.104065895080566,inf,True,,,accept,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000512_c000000,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000512_c000000.npz,512,0,-2051000.0,2776232.0,-2050744.0,2776488.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.84991455078125,8.096380233764648,inf,True,,,reject_engineered_landform,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000512_c000384,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000512_c000384.npz,512,384,-2050616.0,2776232.0,-2050360.0,2776488.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.68121337890625,11.198634147644043,inf,True,,,accept,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000512_c000512,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000512_c000512.npz,512,512,-2050488.0,2776232.0,-2050232.0,2776488.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.7660675048828125,10.284095764160156,inf,True,,,accept,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000640_c000000,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000640_c000000.npz,640,0,-2051000.0,2776104.0,-2050744.0,2776360.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.8478240966796875,10.579763412475586,inf,True,,,accept,
USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000640_c000384,test,negative,USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,D:\LIDAR\oregon\oregon_lidar_pilot\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776.laz,patches\test\USGS_LPC_OR_OLCMetro_2019_A19_w2051n2776_r000640_c000384.npz,640,384,-2050616.0,2776104.0,-2050360.0,2776360.0,"COMPD_CS[""NAD83(2011) / Conus Albers + NAVD88 height - Geoid12B (m)"",PROJCS[""NAD83(2011) / Conus Albers"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Albers_Conic_Equal_Area""],PARAMETER[""standard_parallel_1"",29.5],PARAMETER[""standard_parallel_2"",45.5],PARAMETER[""latitude_of_center"",23],PARAMETER[""longitude_of_center"",-96],PARAMETER[""false_easting"",0],PARAMETER[""false_northing"",0],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6350""]],VERT_CS[""NAVD88 height - Geoid12B (m)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""meter"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""5703""]]]",0.0,0.610626220703125,15.47799301147461,inf,True,,,accept,
